,plantname,date,batch,sample,amplicon,frac,cooc,count,mut_all,mut_oneless,BR,EU,UK,ZA,IN2,IN1,IN3,AY42,mu,om
38563,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,95,0.0,2.0,1,0,0,1.0,,,,,,,,,
38564,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,77,1.0,1.0,2,2,0,,1.0,,,,,,,,
38565,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,76,,,0,0,0,,,,,1.0,,,1.0,,
38566,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,91,,,0,0,0,,,,,1.0,,,,,
38567,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,76,,,0,0,0,,,,,,1.0,1.0,,,
38568,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,92,,,0,0,0,,,,,,,,,1.0,
38569,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,72,0.0,2.0,1,0,0,,,1.0,,,,,,,
38570,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,78,1.0,2.0,1,1,0,,,1.0,,,,,,,
38571,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,92,,,0,0,0,,,1.0,,,,,,,
38572,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,93,0.0,2.0,9,0,0,,,1.0,,,,,,,
38573,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,76,,,0,0,0,1.0,,,1.0,,,,,,
38574,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,73,,,0,0,0,,,,1.0,,,,,,
38575,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,72,0.0,2.0,1,0,0,,,,,,,,,,1.0
38576,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,75,0.0,5.0,1,0,0,,,,,,,,,,1.0
38577,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,76,,,0,0,0,,,,,,,,,,1.0
38578,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,78,0.0,2.0,1,0,0,,,,,,,,,,1.0
38579,Laupen (BE),2021-02-07,20210416_HYTGGDRXX,25_2021_02_07,88,0.0,2.0,1,0,0,,,,,,,,,,1.0
38580,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,73,0.0,2.0,353,0,122,,,,,,,,1.0,,
38581,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,91,0.0,2.0,15,0,0,,,,,,,,1.0,,
38582,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,71,0.0,3.0,59,0,0,1.0,,,,,,,,,
38583,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,95,0.0,2.0,166,0,2,1.0,,,,,,,,,
38584,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,77,,,0,0,0,,1.0,,,,,,,,
38585,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,76,0.0,2.0,279,0,0,,,,,1.0,,,1.0,,
38586,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,91,0.0,2.0,15,0,0,,,,,1.0,,,,,
38587,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,76,0.0,2.0,279,0,0,,,,,,1.0,1.0,,,
38588,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,92,0.0,2.0,399,0,0,,,,,,,,,1.0,
38589,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,72,,,0,0,0,,,1.0,,,,,,,
38590,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,78,0.7229580573951435,2.0,906,655,3,,,1.0,,,,,,,
38591,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,92,0.0,3.0,399,0,0,,,1.0,,,,,,,
38592,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,93,0.7044384797914964,2.0,25707,18109,1477,,,1.0,,,,,,,
38593,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,76,0.0,2.0,279,0,144,1.0,,,1.0,,,,,,
38594,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,73,0.0,2.0,353,0,0,,,,1.0,,,,,,
38595,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,72,,,0,0,0,,,,,,,,,,1.0
38596,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,75,0.0,5.0,588,0,0,,,,,,,,,,1.0
38597,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,76,0.0,7.0,279,0,0,,,,,,,,,,1.0
38598,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,78,0.0,2.0,906,0,4,,,,,,,,,,1.0
38599,Laupen (BE),2021-02-08,20210416_HYTGGDRXX,25_2021_02_08,88,,,0,0,0,,,,,,,,,,1.0
38600,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,73,0.0,2.0,1157,0,0,,,,,,,,1.0,,
38601,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,91,0.0,2.0,20,0,0,,,,,,,,1.0,,
38602,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,71,0.0,3.0,146,0,0,1.0,,,,,,,,,
38603,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,95,0.0,2.0,1781,0,4,1.0,,,,,,,,,
38604,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,77,,,0,0,0,,1.0,,,,,,,,
38605,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,76,,,0,0,0,,,,,1.0,,,1.0,,
38606,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,91,0.0,2.0,20,0,0,,,,,1.0,,,,,
38607,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,76,,,0,0,0,,,,,,1.0,1.0,,,
38608,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,92,0.0,2.0,7050,0,0,,,,,,,,,1.0,
38609,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,72,,,0,0,0,,,1.0,,,,,,,
38610,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,78,0.0,2.0,2210,0,1,,,1.0,,,,,,,
38611,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,92,0.2977878615995462,3.0,7052,2100,17,,,1.0,,,,,,,
38612,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,93,0.528145773791666,2.0,63331,33448,2808,,,1.0,,,,,,,
38613,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,76,,,0,0,0,1.0,,,1.0,,,,,,
38614,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,73,0.0,2.0,1157,0,0,,,,1.0,,,,,,
38615,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,72,,,0,0,0,,,,,,,,,,1.0
38616,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,75,0.0,5.0,3129,0,0,,,,,,,,,,1.0
38617,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,76,,,0,0,0,,,,,,,,,,1.0
38618,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,78,0.0,2.0,2210,0,8,,,,,,,,,,1.0
38619,Laupen (BE),2021-02-09,20210416_HYTGGDRXX,25_2021_02_09,88,0.0,2.0,17193,0,0,,,,,,,,,,1.0
38620,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,73,0.0,2.0,2252,0,0,,,,,,,,1.0,,
38621,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,91,0.0,2.0,20,0,0,,,,,,,,1.0,,
38622,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,71,0.0,3.0,739,0,0,1.0,,,,,,,,,
38623,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,95,0.0,2.0,398,0,0,1.0,,,,,,,,,
38624,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,77,0.9992845218220844,1.0,46123,46090,0,,1.0,,,,,,,,
38625,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,76,,,0,0,0,,,,,1.0,,,1.0,,
38626,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,91,0.0,2.0,20,0,0,,,,,1.0,,,,,
38627,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,76,,,0,0,0,,,,,,1.0,1.0,,,
38628,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,92,,,0,0,0,,,,,,,,,1.0,
38629,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,72,0.0,2.0,1,0,0,,,1.0,,,,,,,
38630,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,78,,,0,0,0,,,1.0,,,,,,,
38631,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,92,,,0,0,0,,,1.0,,,,,,,
38632,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,93,0.9994584990269904,2.0,59095,59063,83,,,1.0,,,,,,,
38633,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,76,,,0,0,0,1.0,,,1.0,,,,,,
38634,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,73,0.0,2.0,2252,0,1,,,,1.0,,,,,,
38635,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,72,0.0,2.0,1,0,0,,,,,,,,,,1.0
38636,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,75,0.0,5.0,9027,0,0,,,,,,,,,,1.0
38637,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,76,,,0,0,0,,,,,,,,,,1.0
38638,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,78,,,0,0,0,,,,,,,,,,1.0
38639,Laupen (BE),2021-02-10,20210416_HYTGGDRXX,25_2021_02_10,88,0.0,2.0,25085,0,1,,,,,,,,,,1.0
38640,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,73,,,0,0,0,,,,,,,,1.0,,
38641,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,91,,,0,0,0,,,,,,,,1.0,,
38642,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,71,,,0,0,0,1.0,,,,,,,,,
38643,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,95,0.0,2.0,79,0,0,1.0,,,,,,,,,
38644,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,77,,,0,0,0,,1.0,,,,,,,,
38645,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,76,0.0,2.0,2329,0,2,,,,,1.0,,,1.0,,
38646,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,91,,,0,0,0,,,,,1.0,,,,,
38647,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,76,0.0,2.0,2329,0,0,,,,,,1.0,1.0,,,
38648,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,92,0.0,2.0,3969,0,3,,,,,,,,,1.0,
38649,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,72,,,0,0,0,,,1.0,,,,,,,
38650,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,78,0.99948132780083,2.0,5784,5781,4,,,1.0,,,,,,,
38651,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,92,0.5346434870244394,3.0,3969,2122,10,,,1.0,,,,,,,
38652,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,93,0.7421067031463748,2.0,54825,40686,2112,,,1.0,,,,,,,
38653,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,76,0.0,2.0,2330,0,2328,1.0,,,1.0,,,,,,
38654,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,73,,,0,0,0,,,,1.0,,,,,,
38655,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,72,,,0,0,0,,,,,,,,,,1.0
38656,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,75,,,0,0,0,,,,,,,,,,1.0
38657,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,76,0.0,7.0,2329,0,0,,,,,,,,,,1.0
38658,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,78,0.0,2.0,5784,0,17,,,,,,,,,,1.0
38659,Laupen (BE),2021-02-11,20210416_HYTGGDRXX,25_2021_02_11,88,,,0,0,0,,,,,,,,,,1.0
38660,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,73,0.0,2.0,438,0,0,,,,,,,,1.0,,
38661,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,91,0.0,2.0,16,0,0,,,,,,,,1.0,,
38662,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,71,,,0,0,0,1.0,,,,,,,,,
38663,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,95,0.0,2.0,520,0,0,1.0,,,,,,,,,
38664,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,77,0.999397318065391,1.0,13274,13266,0,,1.0,,,,,,,,
38665,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,76,,,0,0,0,,,,,1.0,,,1.0,,
38666,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,91,0.0,2.0,16,0,0,,,,,1.0,,,,,
38667,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,76,,,0,0,0,,,,,,1.0,1.0,,,
38668,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,92,0.0,2.0,1465,0,1,,,,,,,,,1.0,
38669,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,72,0.0007898894154818,2.0,7596,6,0,,,1.0,,,,,,,
38670,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,78,1.0,2.0,2,2,0,,,1.0,,,,,,,
38671,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,92,0.0027303754266211,3.0,1465,4,0,,,1.0,,,,,,,
38672,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,93,0.4147487083137623,2.0,106450,44150,6866,,,1.0,,,,,,,
38673,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,76,,,0,0,0,1.0,,,1.0,,,,,,
38674,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,73,0.0,2.0,444,0,1,,,,1.0,,,,,,
38675,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,72,0.0,2.0,7596,0,6,,,,,,,,,,1.0
38676,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,75,0.0,5.0,705,0,0,,,,,,,,,,1.0
38677,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,76,,,0,0,0,,,,,,,,,,1.0
38678,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,78,0.0,2.0,2,0,0,,,,,,,,,,1.0
38679,Laupen (BE),2021-02-12,20210416_HYTGGDRXX,25_2021_02_12,88,0.0,2.0,5,0,0,,,,,,,,,,1.0
38680,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,73,0.0,2.0,677,0,0,,,,,,,,1.0,,
38681,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,91,0.0,2.0,29,0,0,,,,,,,,1.0,,
38682,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,71,0.0,3.0,103,0,0,1.0,,,,,,,,,
38683,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,95,0.0007209805335255,2.0,1387,1,6,1.0,,,,,,,,,
38684,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,77,0.999555597879567,1.0,63006,62978,0,,1.0,,,,,,,,
38685,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,76,0.0,2.0,4412,0,0,,,,,1.0,,,1.0,,
38686,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,91,0.0,2.0,29,0,0,,,,,1.0,,,,,
38687,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,76,0.0,2.0,4412,0,1,,,,,,1.0,1.0,,,
38688,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,92,0.0,2.0,10907,0,7,,,,,,,,,1.0,
38689,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,72,0.0,2.0,3029,0,0,,,1.0,,,,,,,
38690,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,78,0.511732299530708,2.0,4901,2508,16,,,1.0,,,,,,,
38691,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,92,0.7910516182268268,3.0,10907,8628,37,,,1.0,,,,,,,
38692,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,93,0.8203180996688844,2.0,227413,186551,10718,,,1.0,,,,,,,
38693,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,76,0.0,2.0,4412,0,1471,1.0,,,1.0,,,,,,
38694,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,73,0.0,2.0,681,0,0,,,,1.0,,,,,,
38695,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,72,0.0,2.0,3029,0,0,,,,,,,,,,1.0
38696,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,75,0.0,5.0,415,0,0,,,,,,,,,,1.0
38697,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,76,0.0,7.0,4412,0,0,,,,,,,,,,1.0
38698,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,78,0.0,2.0,4901,0,12,,,,,,,,,,1.0
38699,Laupen (BE),2021-02-13,20210416_HYTGGDRXX,25_2021_02_13,88,0.0,2.0,43944,0,0,,,,,,,,,,1.0
38700,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,73,0.0,2.0,121,0,2,,,,,,,,1.0,,
38701,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,91,0.0,2.0,4,0,0,,,,,,,,1.0,,
38702,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,71,,,0,0,0,1.0,,,,,,,,,
38703,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,95,0.0,2.0,487,0,0,1.0,,,,,,,,,
38704,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,77,1.0,1.0,318,318,0,,1.0,,,,,,,,
38705,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,76,0.0,2.0,139,0,1,,,,,1.0,,,1.0,,
38706,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,91,0.0,2.0,4,0,0,,,,,1.0,,,,,
38707,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,76,0.0,2.0,139,0,0,,,,,,1.0,1.0,,,
38708,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,92,0.0,2.0,2568,0,2,,,,,,,,,1.0,
38709,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,72,0.8366206096403332,2.0,9481,7932,481,,,1.0,,,,,,,
38710,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,78,0.9595209580838324,2.0,4175,4006,12,,,1.0,,,,,,,
38711,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,92,0.9976617303195636,3.0,2566,2560,7,,,1.0,,,,,,,
38712,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,93,0.9971654426849998,2.0,238838,238161,2189,,,1.0,,,,,,,
38713,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,76,0.0,2.0,139,0,124,1.0,,,1.0,,,,,,
38714,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,73,0.0,2.0,142,0,0,,,,1.0,,,,,,
38715,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,72,0.0,2.0,9554,0,8199,,,,,,,,,,1.0
38716,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,75,0.0,5.0,360,0,0,,,,,,,,,,1.0
38717,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,76,0.0,7.0,139,0,0,,,,,,,,,,1.0
38718,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,78,0.0,2.0,4175,0,23,,,,,,,,,,1.0
38719,Laupen (BE),2021-02-28,20210416_HYTGGDRXX,25_2021_02_28,88,0.0,2.0,17961,0,0,,,,,,,,,,1.0
38720,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,73,0.0,2.0,1,0,1,,,,,,,,1.0,,
38721,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,91,,,0,0,0,,,,,,,,1.0,,
38722,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,71,,,0,0,0,1.0,,,,,,,,,
38723,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,95,0.0,2.0,22,0,0,1.0,,,,,,,,,
38724,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,77,1.0,1.0,8,8,0,,1.0,,,,,,,,
38725,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,76,0.0,2.0,2,0,0,,,,,1.0,,,1.0,,
38726,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,91,,,0,0,0,,,,,1.0,,,,,
38727,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,76,0.0,2.0,2,0,0,,,,,,1.0,1.0,,,
38728,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,92,0.0,2.0,15,0,0,,,,,,,,,1.0,
38729,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,72,0.4,2.0,50,20,2,,,1.0,,,,,,,
38730,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,78,1.0,2.0,2,2,0,,,1.0,,,,,,,
38731,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,92,0.6,3.0,15,9,0,,,1.0,,,,,,,
38732,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,93,0.630034334296147,2.0,73396,46242,11176,,,1.0,,,,,,,
38733,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,76,0.0,2.0,2,0,1,1.0,,,1.0,,,,,,
38734,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,73,0.0,2.0,1,0,0,,,,1.0,,,,,,
38735,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,72,0.0,2.0,54,0,22,,,,,,,,,,1.0
38736,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,75,,,0,0,0,,,,,,,,,,1.0
38737,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,76,0.0,7.0,2,0,0,,,,,,,,,,1.0
38738,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,78,0.0,2.0,2,0,0,,,,,,,,,,1.0
38739,Laupen (BE),2021-03-01,20210416_HYTGGDRXX,25_2021_03_01,88,0.0,2.0,150,0,0,,,,,,,,,,1.0
38740,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,73,0.0,2.0,171,0,7,,,,,,,,1.0,,
38741,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,91,0.0,2.0,5,0,0,,,,,,,,1.0,,
38742,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,71,,,0,0,0,1.0,,,,,,,,,
38743,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,95,0.0,2.0,790,0,1,1.0,,,,,,,,,
38744,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,77,1.0,1.0,373,373,0,,1.0,,,,,,,,
38745,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,76,0.0,2.0,113,0,0,,,,,1.0,,,1.0,,
38746,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,91,0.0,2.0,5,0,0,,,,,1.0,,,,,
38747,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,76,0.0,2.0,113,0,0,,,,,,1.0,1.0,,,
38748,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,92,0.0,2.0,2172,0,1,,,,,,,,,1.0,
38749,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,72,0.6147058823529412,2.0,3400,2090,100,,,1.0,,,,,,,
38750,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,78,1.0,2.0,1382,1382,1,,,1.0,,,,,,,
38751,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,92,0.8591160220994475,3.0,2172,1866,6,,,1.0,,,,,,,
38752,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,93,0.9261175606327634,2.0,283139,262220,11944,,,1.0,,,,,,,
38753,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,76,0.0,2.0,113,0,87,1.0,,,1.0,,,,,,
38754,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,73,0.0,2.0,179,0,0,,,,1.0,,,,,,
38755,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,72,0.0,2.0,3401,0,2140,,,,,,,,,,1.0
38756,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,75,0.0,5.0,496,0,0,,,,,,,,,,1.0
38757,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,76,0.0,7.0,113,0,0,,,,,,,,,,1.0
38758,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,78,0.0,2.0,1383,0,7,,,,,,,,,,1.0
38759,Laupen (BE),2021-03-02,20210416_HYTGGDRXX,25_2021_03_02,88,0.0,2.0,15052,0,0,,,,,,,,,,1.0
38760,Laupen (BE),2021-03-03,20210416_HYTGGDRXX,25_2021_03_03,73,0.0,2.0,14,0,0,,,,,,,,1.0,,
